round_epochs,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy,batch_size,epochs,first_neuron,last_activation,loss,lr,optimizer,weight_regulizer
40,2.1886563301086426,0.8659868240356445,2.328472375869751,0.7251609563827515,32,40,1024,hard_sigmoid,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.nadam.Nadam'>,None
40,2.3155665397644043,0.7318536043167114,2.3816535472869873,0.6649873852729797,32,40,1024,hard_sigmoid,categorical_crossentropy,0.01,<class 'tensorflow.python.keras.optimizer_v2.adam.Adam'>,None
